ID,Frame ID,Timecourse ID,Stomat ID,Genotype,Treatment,Total Fluorescence
296,b,20,8,Col.Ler,Treatment_P,1025116.024
296,b,30,8,Col.Ler,Treatment_P,1236723.852
297,b,0,9,Col.Ler,Treatment_P,645623.5902
297,b,10,9,Col.Ler,Treatment_P,900924.3751
297,b,20,9,Col.Ler,Treatment_P,1063989.176
297,b,30,9,Col.Ler,Treatment_P,1202684.915
298,c,0,1,Col.Ler,Treatment_P,362857.0929
298,c,10,1,Col.Ler,Treatment_P,193533.0894
298,c,20,1,Col.Ler,Treatment_P,215015.8859
298,c,30,1,Col.Ler,Treatment_P,476087.1364
299,c,0,2,Col.Ler,Treatment_P,281017.2
299,c,10,2,Col.Ler,Treatment_P,236965.808
299,c,20,2,Col.Ler,Treatment_P,322611.908
299,c,30,2,Col.Ler,Treatment_P,534559.14
300,c,0,3,Col.Ler,Treatment_P,315921.9929
300,c,10,3,Col.Ler,Treatment_P,446643.9254
300,c,20,3,Col.Ler,Treatment_P,494849.1719
300,c,30,3,Col.Ler,Treatment_P,353884.2664
301,c,0,4,Col.Ler,Treatment_P,554961.4571
301,c,10,4,Col.Ler,Treatment_P,436939.7726
301,c,20,4,Col.Ler,Treatment_P,514486.0011
301,c,30,4,Col.Ler,Treatment_P,751518.9486
302,c,0,5,Col.Ler,Treatment_P,253862.2857
302,c,10,5,Col.Ler,Treatment_P,554423.8629
302,c,20,5,Col.Ler,Treatment_P,591155.5057
302,c,30,5,Col.Ler,Treatment_P,441424.2429
303,c,0,6,Col.Ler,Treatment_P,347814.2643
303,c,10,6,Col.Ler,Treatment_P,635912.7191
303,c,20,6,Col.Ler,Treatment_P,679230.6013
303,c,30,6,Col.Ler,Treatment_P,555525.9421
304,c,0,7,Col.Ler,Treatment_P,206898.7714
304,c,10,7,Col.Ler,Treatment_P,484123.0937
304,c,20,7,Col.Ler,Treatment_P,545139.9794
304,c,30,7,Col.Ler,Treatment_P,386915.9257
305,d,0,1,Col.Ler,Treatment_P,496440.9422
305,d,10,1,Col.Ler,Treatment_P,663077.2222
305,d,20,1,Col.Ler,Treatment_P,929878.2133
305,d,30,1,Col.Ler,Treatment_P,989714.6556
306,d,0,2,Col.Ler,Treatment_P,670374.23
306,d,10,2,Col.Ler,Treatment_P,320435.25
306,d,20,2,Col.Ler,Treatment_P,515058.17
306,d,30,2,Col.Ler,Treatment_P,1051526.525
307,d,0,3,Col.Ler,Treatment_P,544498.614
307,d,10,3,Col.Ler,Treatment_P,259549.05
307,d,20,3,Col.Ler,Treatment_P,428716.306
307,d,30,3,Col.Ler,Treatment_P,960435.645
308,d,0,4,Col.Ler,Treatment_P,396373.048
308,d,10,4,Col.Ler,Treatment_P,431383.6
308,d,20,4,Col.Ler,Treatment_P,563685.392
308,d,30,4,Col.Ler,Treatment_P,751800.64
309,d,0,5,Col.Ler,Treatment_P,613765.3458
309,d,10,5,Col.Ler,Treatment_P,909563.3778
309,d,20,5,Col.Ler,Treatment_P,1154966.139
309,d,30,5,Col.Ler,Treatment_P,1321551.184
310,d,0,6,Col.Ler,Treatment_P,361493.8158
310,d,10,6,Col.Ler,Treatment_P,58627.62778
310,d,20,6,Col.Ler,Treatment_P,99687.26867
310,d,30,6,Col.Ler,Treatment_P,252651.4094
311,d,0,7,Col.Ler,Treatment_P,412207.3709
311,d,10,7,Col.Ler,Treatment_P,325907.0389
311,d,20,7,Col.Ler,Treatment_P,430362.8113
311,d,30,7,Col.Ler,Treatment_P,681131.3572
312,d,0,8,Col.Ler,Treatment_P,470389.3893
312,d,10,8,Col.Ler,Treatment_P,403223.5333
312,d,20,8,Col.Ler,Treatment_P,534997.624
312,d,30,8,Col.Ler,Treatment_P,880759.4133
313,d,0,9,Col.Ler,Treatment_P,497173.3742
313,d,10,9,Col.Ler,Treatment_P,596021.1611
313,d,20,9,Col.Ler,Treatment_P,729000.5227
313,d,30,9,Col.Ler,Treatment_P,828188.1311
314,e,0,1,Col.Ler,Treatment_P,205846.8964
314,e,10,1,Col.Ler,Treatment_P,387673.9272
314,e,20,1,Col.Ler,Treatment_P,536219.9816
314,e,30,1,Col.Ler,Treatment_P,491461.8284
315,e,0,2,Col.Ler,Treatment_P,375471.016
315,e,10,2,Col.Ler,Treatment_P,560597.768
315,e,20,2,Col.Ler,Treatment_P,519256.304
315,e,30,2,Col.Ler,Treatment_P,614877.096
316,e,0,3,Col.Ler,Treatment_P,681361.4484
316,e,10,3,Col.Ler,Treatment_P,579066.4232
316,e,20,3,Col.Ler,Treatment_P,360237.4696
316,e,30,3,Col.Ler,Treatment_P,424642.1404
317,e,0,4,Col.Ler,Treatment_P,199277.4082
317,e,10,4,Col.Ler,Treatment_P,563044.0436
317,e,20,4,Col.Ler,Treatment_P,788439.2308
317,e,30,4,Col.Ler,Treatment_P,774489.6742
318,e,0,5,Col.Ler,Treatment_P,451881.2866
318,e,10,5,Col.Ler,Treatment_P,863501.6068
318,e,20,5,Col.Ler,Treatment_P,941670.1204
318,e,30,5,Col.Ler,Treatment_P,1075832.145
319,a,0,1,Col.Ler,Treatment_P,627444.6036
319,a,10,1,Col.Ler,Treatment_P,696996.522
319,a,20,1,Col.Ler,Treatment_P,1128665.289
319,a,30,1,Col.Ler,Treatment_P,1199155.591
320,a,0,2,Col.Ler,Treatment_P,691056.4018
320,a,10,2,Col.Ler,Treatment_P,828321.452
320,a,20,2,Col.Ler,Treatment_P,754647.0363
320,a,30,2,Col.Ler,Treatment_P,708853.223
321,a,0,3,Col.Ler,Treatment_P,687162.3544
321,a,10,3,Col.Ler,Treatment_P,769528.03
321,a,20,3,Col.Ler,Treatment_P,1271855.841
321,a,30,3,Col.Ler,Treatment_P,1407801.658
322,a,0,4,Col.Ler,Treatment_P,799712.3518
322,a,10,4,Col.Ler,Treatment_P,1063188.252
322,a,20,4,Col.Ler,Treatment_P,1017370.286
322,a,30,4,Col.Ler,Treatment_P,1131055.423
323,a,0,5,Col.Ler,Treatment_P,499494.7851
323,a,10,5,Col.Ler,Treatment_P,551568.458
323,a,20,5,Col.Ler,Treatment_P,721716.1919
323,a,30,5,Col.Ler,Treatment_P,758650.8045
324,a,0,6,Col.Ler,Treatment_P,358534.776
324,a,10,6,Col.Ler,Treatment_P,721039.944
324,a,20,6,Col.Ler,Treatment_P,740322.36
324,a,30,6,Col.Ler,Treatment_P,848931.656
325,a,0,7,Col.Ler,Treatment_P,254663.9886
325,a,10,7,Col.Ler,Treatment_P,269554.962
325,a,20,7,Col.Ler,Treatment_P,700346.2644
325,a,30,7,Col.Ler,Treatment_P,931238.6505
326,a,0,8,Col.Ler,Treatment_P,514212.0909
326,a,10,8,Col.Ler,Treatment_P,620301.886
326,a,20,8,Col.Ler,Treatment_P,863680.6681
326,a,30,8,Col.Ler,Treatment_P,940504.4515
327,b,0,1,Col.Ler,Treatment_P,420943.8807
327,b,10,1,Col.Ler,Treatment_P,428264.9918
327,b,20,1,Col.Ler,Treatment_P,957257.736
327,b,30,1,Col.Ler,Treatment_P,1320876.141
328,b,0,2,Col.Ler,Treatment_P,693833.6747
328,b,10,2,Col.Ler,Treatment_P,1212012.786
328,b,20,2,Col.Ler,Treatment_P,911292.392
328,b,30,2,Col.Ler,Treatment_P,717934.8329
329,b,0,3,Col.Ler,Treatment_P,389633.0993
329,b,10,3,Col.Ler,Treatment_P,363585.9882
329,b,20,3,Col.Ler,Treatment_P,691153.784
329,b,30,3,Col.Ler,Treatment_P,783739.4991
330,b,0,4,Col.Ler,Treatment_P,784234.196
330,b,10,4,Col.Ler,Treatment_P,864497.5293
330,b,20,4,Col.Ler,Treatment_P,1148855.104
330,b,30,4,Col.Ler,Treatment_P,1137350.795
331,b,0,5,Col.Ler,Treatment_P,152910.864
331,b,10,5,Col.Ler,Treatment_P,162578.864
331,b,20,5,Col.Ler,Treatment_P,496503.336
331,b,30,5,Col.Ler,Treatment_P,771319.952
332,b,0,6,Col.Ler,Treatment_P,441727.3547
332,b,10,6,Col.Ler,Treatment_P,560421.1324
332,b,20,6,Col.Ler,Treatment_P,774221.712
332,b,30,6,Col.Ler,Treatment_P,579684.4062
333,b,0,7,Col.Ler,Treatment_P,542732.762
333,b,10,7,Col.Ler,Treatment_P,790863.4287
333,b,20,7,Col.Ler,Treatment_P,915439.088
333,b,30,7,Col.Ler,Treatment_P,1041098.249
334,b,0,8,Col.Ler,Treatment_P,456587.968
334,b,10,8,Col.Ler,Treatment_P,634161.6347
334,b,20,8,Col.Ler,Treatment_P,949823.432
334,b,30,8,Col.Ler,Treatment_P,521605.5573
335,b,0,9,Col.Ler,Treatment_P,562003.4807
335,b,10,9,Col.Ler,Treatment_P,508229.5918
335,b,20,9,Col.Ler,Treatment_P,1136964.136
335,b,30,9,Col.Ler,Treatment_P,1391325.941
336,c,0,1,Col.Ler,Treatment_P,545894
336,c,10,1,Col.Ler,Treatment_P,541962.5111
336,c,20,1,Col.Ler,Treatment_P,777531.4667
336,c,30,1,Col.Ler,Treatment_P,658939.4444
337,c,0,2,Col.Ler,Treatment_P,601296
337,c,10,2,Col.Ler,Treatment_P,886990.827
337,c,20,2,Col.Ler,Treatment_P,911404.619
337,c,30,2,Col.Ler,Treatment_P,1067097.72
338,c,0,3,Col.Ler,Treatment_P,292964
338,c,10,3,Col.Ler,Treatment_P,364729.8334
338,c,20,3,Col.Ler,Treatment_P,435290.1997
338,c,30,3,Col.Ler,Treatment_P,438483.8178
339,c,0,4,Col.Ler,Treatment_P,555457
339,c,10,4,Col.Ler,Treatment_P,728973.3452
339,c,20,4,Col.Ler,Treatment_P,844057.8643
339,c,30,4,Col.Ler,Treatment_P,890570.1689
340,c,0,5,Col.Ler,Treatment_P,489760
340,c,10,5,Col.Ler,Treatment_P,725264.7299
340,c,20,5,Col.Ler,Treatment_P,720796.1103
340,c,30,5,Col.Ler,Treatment_P,899471.3156
341,c,0,6,Col.Ler,Treatment_P,323585
341,c,10,6,Col.Ler,Treatment_P,395067.3359
341,c,20,6,Col.Ler,Treatment_P,405985.0923
341,c,30,6,Col.Ler,Treatment_P,484401.4756
342,c,0,7,Col.Ler,Treatment_P,727923
342,c,10,7,Col.Ler,Treatment_P,868613.8756
342,c,20,7,Col.Ler,Treatment_P,885836.3733
342,c,30,7,Col.Ler,Treatment_P,868326.4222
343,c,0,8,Col.Ler,Treatment_P,364070
343,c,10,8,Col.Ler,Treatment_P,671341.214
343,c,20,8,Col.Ler,Treatment_P,636858.558
343,c,30,8,Col.Ler,Treatment_P,953247.04
344,c,0,9,Col.Ler,Treatment_P,730370
344,c,10,9,Col.Ler,Treatment_P,910614.0796
344,c,20,9,Col.Ler,Treatment_P,1005890.961
344,c,30,9,Col.Ler,Treatment_P,1019058.862
345,d,0,1,Col.Ler,Treatment_P,255768.2633
345,d,10,1,Col.Ler,Treatment_P,658209.2583
345,d,20,1,Col.Ler,Treatment_P,873706.436
345,d,30,1,Col.Ler,Treatment_P,590022.016
346,d,0,2,Col.Ler,Treatment_P,275520.2367
346,d,10,2,Col.Ler,Treatment_P,348485.175
346,d,20,2,Col.Ler,Treatment_P,566647.106
346,d,30,2,Col.Ler,Treatment_P,634328.7027
347,d,0,3,Col.Ler,Treatment_P,695346.8511
347,d,10,3,Col.Ler,Treatment_P,441007.6833
347,d,20,3,Col.Ler,Treatment_P,1098455.425
347,d,30,3,Col.Ler,Treatment_P,1054467.463
348,d,0,4,Col.Ler,Treatment_P,160150.74
348,d,10,4,Col.Ler,Treatment_P,468005.85
348,d,20,4,Col.Ler,Treatment_P,447221.692
348,d,30,4,Col.Ler,Treatment_P,590111.952
349,d,0,5,Col.Ler,Treatment_P,633169.6833
349,d,10,5,Col.Ler,Treatment_P,452345.125
349,d,20,5,Col.Ler,Treatment_P,902218.23
349,d,30,5,Col.Ler,Treatment_P,948490.7133
350,d,0,6,Col.Ler,Treatment_P,282645.8433
350,d,10,6,Col.Ler,Treatment_P,438312.525
350,d,20,6,Col.Ler,Treatment_P,505183.758
350,d,30,6,Col.Ler,Treatment_P,565651.0813
351,d,0,7,Col.Ler,Treatment_P,418207.4156
351,d,10,7,Col.Ler,Treatment_P,275737.8167
351,d,20,7,Col.Ler,Treatment_P,737368.8547
351,d,30,7,Col.Ler,Treatment_P,775392.8836
352,d,0,8,Col.Ler,Treatment_P,778867.7822
352,d,10,8,Col.Ler,Treatment_P,454556.0667
352,d,20,8,Col.Ler,Treatment_P,1302269.315
352,d,30,8,Col.Ler,Treatment_P,1203313.31
353,d,0,9,Col.Ler,Treatment_P,878174.3078
353,d,10,9,Col.Ler,Treatment_P,941355.4083
353,d,20,9,Col.Ler,Treatment_P,1437035.807
353,d,30,9,Col.Ler,Treatment_P,1559015.222
354,a,0,1,o,Treatment_P,225448.383
354,a,10,1,o,Treatment_P,382533.725
354,a,20,1,o,Treatment_P,497531.1725
354,a,30,1,o,Treatment_P,590498.8875
355,a,0,2,o,Treatment_P,122387.5945
355,a,10,2,o,Treatment_P,298781.5875
355,a,20,2,o,Treatment_P,584130.6588
355,a,30,2,o,Treatment_P,593909.8313
356,a,0,3,o,Treatment_P,311647.6435
356,a,10,3,o,Treatment_P,458084.2625
356,a,20,3,o,Treatment_P,560468.4263
356,a,30,3,o,Treatment_P,660420.2438
357,a,0,4,o,Treatment_P,293814.417
357,a,10,4,o,Treatment_P,495265.275
357,a,20,4,o,Treatment_P,492470.3275
357,a,30,4,o,Treatment_P,588157.6125
358,b,0,1,o,Treatment_P,480882.675
358,b,10,1,o,Treatment_P,776676
358,b,20,1,o,Treatment_P,906265.175
358,b,30,1,o,Treatment_P,1058610.125
359,b,0,2,o,Treatment_P,130461.708
359,b,10,2,o,Treatment_P,475452.24
359,b,20,2,o,Treatment_P,694532.988
359,b,30,2,o,Treatment_P,714782.94
360,b,0,3,o,Treatment_P,198430.7363
360,b,10,3,o,Treatment_P,383817.9
360,b,20,3,o,Treatment_P,415378.9113
360,b,30,3,o,Treatment_P,411636.7438
361,b,0,4,o,Treatment_P,152029.943
361,b,10,4,o,Treatment_P,410615.04
361,b,20,4,o,Treatment_P,580316.323
361,b,30,4,o,Treatment_P,684516.865
362,c,0,1,o,Treatment_P,496564.0505
362,c,10,1,o,Treatment_P,342221.862
362,c,20,1,o,Treatment_P,599275.042
362,c,30,1,o,Treatment_P,699653.367
363,c,0,2,o,Treatment_P,178755.87
363,c,10,2,o,Treatment_P,96307.78
363,c,20,2,o,Treatment_P,430121.08
363,c,30,2,o,Treatment_P,407495.58
364,c,0,3,o,Treatment_P,427369.779
364,c,10,3,o,Treatment_P,473975.726
364,c,20,3,o,Treatment_P,597778.836
364,c,30,3,o,Treatment_P,643772.186
365,c,0,4,o,Treatment_P,292238.6195
365,c,10,4,o,Treatment_P,227992.483
365,c,20,4,o,Treatment_P,484853.238
365,c,30,4,o,Treatment_P,548402.413
366,d,0,1,o,Treatment_P,205839.224
366,d,10,1,o,Treatment_P,437364.0773
366,d,20,1,o,Treatment_P,610703.3307
366,d,30,1,o,Treatment_P,599867.2427
367,e,0,1,o,Treatment_P,213503.79
367,e,10,1,o,Treatment_P,547413.16
367,e,20,1,o,Treatment_P,670944.86
367,e,30,1,o,Treatment_P,638991.01
368,e,0,2,o,Treatment_P,228695.0773
368,e,10,2,o,Treatment_P,340626.4427
368,e,20,2,o,Treatment_P,385399.2293
368,e,30,2,o,Treatment_P,401761.0027
369,e,0,3,o,Treatment_P,188598.3173
369,e,10,3,o,Treatment_P,511108.4027
369,e,20,3,o,Treatment_P,610730.3893
369,e,30,3,o,Treatment_P,712271.5627
370,f,0,1,o,Treatment_P,490648.882
370,f,10,1,o,Treatment_P,647409.599
370,f,20,1,o,Treatment_P,727727.766
370,f,30,1,o,Treatment_P,783151.5007
371,f,0,2,o,Treatment_P,279489.524
371,f,10,2,o,Treatment_P,408978.018
371,f,20,2,o,Treatment_P,389027.412
371,f,30,2,o,Treatment_P,347985.1213
372,f,0,3,o,Treatment_P,194276.404
372,f,10,3,o,Treatment_P,394786.178
372,f,20,3,o,Treatment_P,324739.852
372,f,30,3,o,Treatment_P,287957.348
373,a,0,1,o,Treatment_P,153782.2666
373,a,10,1,o,Treatment_P,255045.5834
373,a,20,1,o,Treatment_P,405680.4324
373,a,30,1,o,Treatment_P,388152.215
374,a,0,2,o,Treatment_P,140241.2652
374,a,10,2,o,Treatment_P,266010.4348
374,a,20,2,o,Treatment_P,463686.1128
374,a,30,2,o,Treatment_P,451696.73
375,a,0,3,o,Treatment_P,63815.6362
375,a,10,3,o,Treatment_P,148087.8138
375,a,20,3,o,Treatment_P,111114.8068
375,a,30,3,o,Treatment_P,343352.255
376,a,0,4,o,Treatment_P,53760.3388
376,a,10,4,o,Treatment_P,145143.9612
376,a,20,4,o,Treatment_P,93513.3432
376,a,30,4,o,Treatment_P,317121.37
377,a,0,5,o,Treatment_P,184599.5056
377,a,10,5,o,Treatment_P,392784.0944
377,a,20,5,o,Treatment_P,355500.2784
377,a,30,5,o,Treatment_P,619016.44
378,b,0,1,o,Treatment_P,207040.7429
378,b,10,1,o,Treatment_P,283593.9554
378,b,20,1,o,Treatment_P,361279.6949
378,b,30,1,o,Treatment_P,380029.6206
379,b,0,2,o,Treatment_P,173530.4821
379,b,10,2,o,Treatment_P,574522.7686
379,b,20,2,o,Treatment_P,728453.0021
379,b,30,2,o,Treatment_P,832033.9914
380,b,0,3,o,Treatment_P,161442.0214
380,b,10,3,o,Treatment_P,453368.8937
380,b,20,3,o,Treatment_P,570910.4454
380,b,30,3,o,Treatment_P,596215.0183
381,b,0,4,o,Treatment_P,206253.2679
381,b,10,4,o,Treatment_P,495070.5514
381,b,20,4,o,Treatment_P,439137.7079
381,b,30,4,o,Treatment_P,667212.1686
382,b,0,5,o,Treatment_P,246995.2607
382,b,10,5,o,Treatment_P,401449.3869
382,b,20,5,o,Treatment_P,538293.2927
382,b,30,5,o,Treatment_P,478247.2291
383,b,0,6,o,Treatment_P,91736.47143
383,b,10,6,o,Treatment_P,284415.1017
383,b,20,6,o,Treatment_P,169324.1194
383,b,30,6,o,Treatment_P,481011.1223
384,b,0,7,o,Treatment_P,340318.7893
384,b,10,7,o,Treatment_P,489602.7251
384,b,20,7,o,Treatment_P,739388.4933
384,b,30,7,o,Treatment_P,508831.8269
385,c,0,1,o,Treatment_P,114207.1295
385,c,10,1,o,Treatment_P,180548.8215
385,c,20,1,o,Treatment_P,242268.613
385,c,30,1,o,Treatment_P,317610.167
386,c,0,2,o,Treatment_P,46791.53
386,c,10,2,o,Treatment_P,213325.81
386,c,20,2,o,Treatment_P,268552.42
386,c,30,2,o,Treatment_P,215927.78
387,c,0,3,o,Treatment_P,134759.0343
387,c,10,3,o,Treatment_P,178431.9123
387,c,20,3,o,Treatment_P,246542.6795
387,c,30,3,o,Treatment_P,414876.5905
388,c,0,4,o,Treatment_P,70613.53925
388,c,10,4,o,Treatment_P,236652.2973
388,c,20,4,o,Treatment_P,307371.7495
388,c,30,4,o,Treatment_P,270352.7205
389,c,0,5,o,Treatment_P,95129.87375
389,c,10,5,o,Treatment_P,342634.4038
389,c,20,5,o,Treatment_P,409921.2325
389,c,30,5,o,Treatment_P,392881.2175
390,c,0,6,o,Treatment_P,229621.2895
390,c,10,6,o,Treatment_P,282079.1415
390,c,20,6,o,Treatment_P,329894.853
390,c,30,6,o,Treatment_P,617174.327
391,c,0,7,o,Treatment_P,193786.2208
391,c,10,7,o,Treatment_P,122325.2228
391,c,20,7,o,Treatment_P,135001.8905
391,c,30,7,o,Treatment_P,327777.0395
392,c,0,7,o,Treatment_P,114856.2123
392,c,10,7,o,Treatment_P,439745.0183
392,c,20,7,o,Treatment_P,544724.3715
392,c,30,7,o,Treatment_P,552968.4185
393,a,0,1,Col.Ler,Treatment_A,348158.2
393,a,10,1,Col.Ler,Treatment_A,589176.84
393,a,20,1,Col.Ler,Treatment_A,675907.2
393,a,30,1,Col.Ler,Treatment_A,771243.46
394,a,0,2,Col.Ler,Treatment_A,258157.62
394,a,10,2,Col.Ler,Treatment_A,330640.584
394,a,20,2,Col.Ler,Treatment_A,299160.7867
394,a,30,2,Col.Ler,Treatment_A,287646.2793
395,a,0,3,Col.Ler,Treatment_A,540332.69
395,a,10,3,Col.Ler,Treatment_A,807953.608
395,a,20,3,Col.Ler,Treatment_A,801461.6067
395,a,30,3,Col.Ler,Treatment_A,1059501.71
396,b,0,1,Col.Ler,Treatment_A,572634.705
396,b,10,1,Col.Ler,Treatment_A,591623.635
396,b,20,1,Col.Ler,Treatment_A,616518.0667
396,b,30,1,Col.Ler,Treatment_A,571413.8783
397,b,0,2,Col.Ler,Treatment_A,602915.568
397,b,10,2,Col.Ler,Treatment_A,722893.696
397,b,20,2,Col.Ler,Treatment_A,758611.84
397,b,30,2,Col.Ler,Treatment_A,734292.432
398,b,0,3,Col.Ler,Treatment_A,735342.795
398,b,10,3,Col.Ler,Treatment_A,878432.865
398,b,20,3,Col.Ler,Treatment_A,1007454.267
398,b,30,3,Col.Ler,Treatment_A,1035489.288
399,c,0,1,Col.Ler,Treatment_A,506702.212
399,c,10,1,Col.Ler,Treatment_A,628980.799
399,c,20,1,Col.Ler,Treatment_A,692700.065
399,c,30,1,Col.Ler,Treatment_A,806431.756
400,c,0,2,Col.Ler,Treatment_A,476584.46
400,c,10,2,Col.Ler,Treatment_A,546950.045
400,c,20,2,Col.Ler,Treatment_A,567840.075
400,c,30,2,Col.Ler,Treatment_A,739803.98
401,c,0,3,Col.Ler,Treatment_A,394227.817
401,c,10,3,Col.Ler,Treatment_A,473040.8528
401,c,20,3,Col.Ler,Treatment_A,582361.5713
401,c,30,3,Col.Ler,Treatment_A,668173.371
402,c,0,4,Col.Ler,Treatment_A,476767.568
402,c,10,4,Col.Ler,Treatment_A,536260.136
402,c,20,4,Col.Ler,Treatment_A,615276.16
402,c,30,4,Col.Ler,Treatment_A,704378.384
403,d,0,1,Col.Ler,Treatment_A,538180.88
403,d,10,1,Col.Ler,Treatment_A,682058.338
403,d,20,1,Col.Ler,Treatment_A,1025023.246
403,d,30,1,Col.Ler,Treatment_A,1052215.13
404,d,0,2,Col.Ler,Treatment_A,390679.8667
404,d,10,2,Col.Ler,Treatment_A,561097.32
404,d,20,2,Col.Ler,Treatment_A,863160.44
404,d,30,2,Col.Ler,Treatment_A,992737.8667
405,e,0,1,Col.Ler,Treatment_A,1223658.711
405,e,10,1,Col.Ler,Treatment_A,1188559.291
405,e,20,1,Col.Ler,Treatment_A,1441450.764
405,e,30,1,Col.Ler,Treatment_A,1906604.097
406,e,0,2,Col.Ler,Treatment_A,975629.2727
406,e,10,2,Col.Ler,Treatment_A,1264085.443
406,e,20,2,Col.Ler,Treatment_A,1478346.886
406,e,30,2,Col.Ler,Treatment_A,1692080.219
407,a,0,1,a,Treatment_A,401571
407,a,10,1,a,Treatment_A,593029
407,a,20,1,a,Treatment_A,432736
407,a,30,1,a,Treatment_A,593673
408,a,0,2,a,Treatment_A,410488.2828
408,a,10,2,a,Treatment_A,641336.9872
408,a,20,2,a,Treatment_A,766433.278
408,a,30,2,a,Treatment_A,980849.7404
409,a,0,3,a,Treatment_A,346901.6218
409,a,10,3,a,Treatment_A,897151.6232
409,a,20,3,a,Treatment_A,999971.793
409,a,30,3,a,Treatment_A,1329934.467
410,a,0,4,a,Treatment_A,254324.6198
410,a,10,4,a,Treatment_A,384046.5752
410,a,20,4,a,Treatment_A,511494.023
410,a,30,4,a,Treatment_A,571118.6814
411,a,0,5,a,Treatment_A,306475.1868
411,a,10,5,a,Treatment_A,289681.6832
411,a,20,5,a,Treatment_A,264691.318
411,a,30,5,a,Treatment_A,505595.0124
412,b,0,1,a,Treatment_A,306366.5655
412,b,10,1,a,Treatment_A,394115.0013
412,b,20,1,a,Treatment_A,701844.5007
412,b,30,1,a,Treatment_A,826848.55
413,b,0,2,a,Treatment_A,327486.5515
413,b,10,2,a,Treatment_A,411378.884
413,b,20,2,a,Treatment_A,595230.442
413,b,30,2,a,Treatment_A,657197.15
414,b,0,3,a,Treatment_A,430039.1195
414,b,10,3,a,Treatment_A,515398.0253
414,b,20,3,a,Treatment_A,678838.0127
414,b,30,3,a,Treatment_A,787478.95
415,b,0,4,a,Treatment_A,400225.6885
415,b,10,4,a,Treatment_A,624896.8893
415,b,20,4,a,Treatment_A,587533.9447
415,b,30,4,a,Treatment_A,619140.85
416,b,0,5,a,Treatment_A,275114.1045
416,b,10,5,a,Treatment_A,356428.852
416,b,20,5,a,Treatment_A,473214.926
416,b,30,5,a,Treatment_A,515367.45
417,b,0,6,a,Treatment_A,405097.371
417,b,10,6,a,Treatment_A,595302.1093
417,b,20,6,a,Treatment_A,653130.0547
417,b,30,6,a,Treatment_A,665055.1
418,c,0,1,a,Treatment_A,263980.658
418,c,10,1,a,Treatment_A,419181.9635
418,c,20,1,a,Treatment_A,496878.303
418,c,30,1,a,Treatment_A,534619.6375
419,c,0,2,a,Treatment_A,638145.327
419,c,10,2,a,Treatment_A,807082.5503
419,c,20,2,a,Treatment_A,1023145.645
419,c,30,2,a,Treatment_A,1172318.081
420,c,0,3,a,Treatment_A,143992.08
420,c,10,3,a,Treatment_A,133712.51
420,c,20,3,a,Treatment_A,135227.78
420,c,30,3,a,Treatment_A,138187.75
421,c,0,4,a,Treatment_A,497161.885
421,c,10,4,a,Treatment_A,446740.9388
421,c,20,4,a,Treatment_A,444556.5975
421,c,30,4,a,Treatment_A,565150.8438
422,d,0,1,a,Treatment_A,244961.936
422,d,10,1,a,Treatment_A,591215.472
422,d,20,1,a,Treatment_A,618724.576
422,d,30,1,a,Treatment_A,666209.376
423,d,0,2,a,Treatment_A,431319.992
423,d,10,2,a,Treatment_A,498914.184
423,d,20,2,a,Treatment_A,622523.072
423,d,30,2,a,Treatment_A,641146.672
424,d,0,3,a,Treatment_A,646376.2
424,d,10,3,a,Treatment_A,1207980.4
424,d,20,3,a,Treatment_A,1457137.7
424,d,30,3,a,Treatment_A,1779638.7
425,d,0,4,a,Treatment_A,263992.096
425,d,10,4,a,Treatment_A,491086.792
425,d,20,4,a,Treatment_A,553068.136
425,d,30,4,a,Treatment_A,566929.936
426,d,0,5,a,Treatment_A,487733.5152
426,d,10,5,a,Treatment_A,369725.7504
426,d,20,5,a,Treatment_A,460189.8632
426,d,30,5,a,Treatment_A,531379.4232
427,e,0,1,a,Treatment_A,467479.815
427,e,10,1,a,Treatment_A,581576.644
427,e,20,1,a,Treatment_A,739570.8827
427,e,30,1,a,Treatment_A,875993.9573
428,e,0,2,a,Treatment_A,584662.49
428,e,10,2,a,Treatment_A,737102.624
428,e,20,2,a,Treatment_A,890360.2693
428,e,30,2,a,Treatment_A,937098.3707
429,e,0,3,a,Treatment_A,418506.27
429,e,10,3,a,Treatment_A,538855.752
429,e,20,3,a,Treatment_A,562686.4613
429,e,30,3,a,Treatment_A,507778.2587
430,a,0,1,ao,Treatment_A,621947.0679
430,a,10,1,ao,Treatment_A,644322.7786
430,a,20,1,ao,Treatment_A,942543.2214
430,a,30,1,ao,Treatment_A,1400053.082
431,a,0,2,ao,Treatment_A,233706.8737
431,a,10,2,ao,Treatment_A,239632.1531
431,a,20,2,ao,Treatment_A,380398.0469
431,a,30,2,ao,Treatment_A,480970.7103
432,a,0,3,ao,Treatment_A,231747.4071
432,a,10,3,ao,Treatment_A,202534.6714
432,a,20,3,ao,Treatment_A,250472.3286
432,a,30,3,ao,Treatment_A,520740.4929
433,a,0,4,ao,Treatment_A,362054.9337
433,a,10,4,ao,Treatment_A,341740.6731
433,a,20,4,ao,Treatment_A,545578.5269
433,a,30,4,ao,Treatment_A,972025.7303
434,a,0,5,ao,Treatment_A,354688.6809
434,a,10,5,ao,Treatment_A,365853.6246
434,a,20,5,ao,Treatment_A,693779.5754
434,a,30,5,ao,Treatment_A,1270036.003
